entidad_ocurrencia,sexo_cat,edad_anios,grupo_edad,conindig_cat,afromex_cat,nacionalidad_cat,lugar_ocurrencia,area_ur_cat
Guanajuato,Hombre,46,Adultos (36–59),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,23,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,26,Jóvenes (20–35),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Hombre,60,Adultos mayores (60+),No especificada,No especificada,Mexicana,Otro,Rural
Guanajuato,Hombre,21,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,34,Jóvenes (20–35),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Hombre,46,Adultos (36–59),No especificada,No especificada,Mexicana,Área comercial o de servicios,Urbana
Guanajuato,Hombre,21,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Mujer,25,Jóvenes (20–35),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,40,Adultos (36–59),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,18,Adolescentes (10–19),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Hombre,19,Adolescentes (10–19),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,18,Adolescentes (10–19),No especificada,No especificada,Mexicana,Área comercial o de servicios,Urbana
Guanajuato,Hombre,32,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,46,Adultos (36–59),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,37,Adultos (36–59),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,20,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Mujer,40,Adultos (36–59),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,17,Adolescentes (10–19),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,35,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Mujer,72,Adultos mayores (60+),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Hombre,54,Adultos (36–59),No especificada,No especificada,Mexicana,Área deportiva,Urbana
Guanajuato,Hombre,39,Adultos (36–59),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,29,Jóvenes (20–35),No especificada,No especificada,Mexicana,Área deportiva,Urbana
Guanajuato,Hombre,17,Adolescentes (10–19),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,48,Adultos (36–59),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,79,Adultos mayores (60+),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,22,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Rural
Guanajuato,Mujer,15,Adolescentes (10–19),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Mujer,46,Adultos (36–59),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,22,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,41,Adultos (36–59),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,18,Adolescentes (10–19),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,26,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,36,Adultos (36–59),No especificada,No especificada,Mexicana,Área comercial o de servicios,Urbana
Guanajuato,Mujer,37,Adultos (36–59),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Rural
Guanajuato,Hombre,17,Adolescentes (10–19),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Rural
Guanajuato,Hombre,52,Adultos (36–59),No especificada,No especificada,Mexicana,Vivienda particular,Rural
Guanajuato,Hombre,20,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,15,Adolescentes (10–19),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,22,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Rural
Guanajuato,Hombre,46,Adultos (36–59),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,38,Adultos (36–59),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Hombre,20,Jóvenes (20–35),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,24,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,34,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Mujer,30,Jóvenes (20–35),No especificada,No especificada,Mexicana,Otro,Rural
Guanajuato,Hombre,27,Jóvenes (20–35),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,55,Adultos (36–59),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,41,Adultos (36–59),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,26,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,47,Adultos (36–59),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,50,Adultos (36–59),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,45,Adultos (36–59),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Mujer,33,Jóvenes (20–35),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Hombre,27,Jóvenes (20–35),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Hombre,35,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,44,Adultos (36–59),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,27,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,37,Adultos (36–59),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,46,Adultos (36–59),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,39,Adultos (36–59),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,51,Adultos (36–59),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Rural
Guanajuato,Hombre,41,Adultos (36–59),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,14,Adolescentes (10–19),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,17,Adolescentes (10–19),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,22,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,29,Jóvenes (20–35),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,30,Jóvenes (20–35),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,17,Adolescentes (10–19),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Rural
Guanajuato,Hombre,15,Adolescentes (10–19),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,35,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,28,Jóvenes (20–35),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Hombre,31,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,35,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,31,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,21,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,28,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Rural
Guanajuato,Hombre,50,Adultos (36–59),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Rural
Guanajuato,Hombre,20,Jóvenes (20–35),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Mujer,44,Adultos (36–59),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,35,Jóvenes (20–35),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Hombre,26,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,40,Adultos (36–59),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,44,Adultos (36–59),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Mujer,42,Adultos (36–59),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Mujer,23,Jóvenes (20–35),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Hombre,18,Adolescentes (10–19),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,41,Adultos (36–59),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Mujer,24,Jóvenes (20–35),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,24,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,33,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,44,Adultos (36–59),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,26,Jóvenes (20–35),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Hombre,19,Adolescentes (10–19),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Mujer,46,Adultos (36–59),No especificada,No especificada,Mexicana,Área comercial o de servicios,Urbana
Guanajuato,Hombre,35,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,21,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,20,Jóvenes (20–35),No especificada,No especificada,Mexicana,Área comercial o de servicios,Urbana
Guanajuato,Hombre,32,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,36,Adultos (36–59),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Mujer,32,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Mujer,59,Adultos (36–59),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,44,Adultos (36–59),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,33,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,33,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,20,Jóvenes (20–35),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Hombre,45,Adultos (36–59),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,41,Adultos (36–59),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,16,Adolescentes (10–19),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Hombre,40,Adultos (36–59),No especificada,No especificada,Mexicana,Área comercial o de servicios,Urbana
Guanajuato,Mujer,33,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,16,Adolescentes (10–19),No especificada,No especificada,Mexicana,Área comercial o de servicios,Urbana
Guanajuato,Mujer,37,Adultos (36–59),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,47,Adultos (36–59),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Rural
Guanajuato,Hombre,48,Adultos (36–59),No especificada,No especificada,Mexicana,Área comercial o de servicios,Urbana
Guanajuato,Mujer,44,Adultos (36–59),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,32,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,34,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,26,Jóvenes (20–35),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,27,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Rural
Guanajuato,Hombre,62,Adultos mayores (60+),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Rural
Guanajuato,Hombre,13,Adolescentes (10–19),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,10,Adolescentes (10–19),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,46,Adultos (36–59),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Mujer,42,Adultos (36–59),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,60,Adultos mayores (60+),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Mujer,24,Jóvenes (20–35),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,33,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,46,Adultos (36–59),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Hombre,44,Adultos (36–59),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,67,Adultos mayores (60+),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,21,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,28,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,50,Adultos (36–59),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,31,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,46,Adultos (36–59),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,20,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,33,Jóvenes (20–35),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Hombre,23,Jóvenes (20–35),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Hombre,20,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,43,Adultos (36–59),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,17,Adolescentes (10–19),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Hombre,41,Adultos (36–59),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Hombre,27,Jóvenes (20–35),No especificada,No especificada,Extranjera,Calle o carretera (vía pública),No especificada
Guanajuato,Hombre,44,Adultos (36–59),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Mujer,40,Adultos (36–59),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,33,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,53,Adultos (36–59),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,46,Adultos (36–59),No especificada,No especificada,Mexicana,Se ignora,Urbana
Guanajuato,Hombre,30,Jóvenes (20–35),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Hombre,31,Jóvenes (20–35),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,26,Jóvenes (20–35),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,43,Adultos (36–59),No especificada,No especificada,Mexicana,Calle o carretera (vía pública),Urbana
Guanajuato,Hombre,24,Jóvenes (20–35),No especificada,No especificada,Mexicana,Vivienda particular,Urbana
Guanajuato,Hombre,51,Adultos (36–59),No especificada,No especificada,Mexicana,Otro,Urbana
Guanajuato,Hombre,18,Adolescentes (10–19),No especificada,No especificada,Mexicana,Área deportiva,Urbana
Guanajuato,Hombre,28,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Urbana
